id,year,area,sp_area,day,body,alternatives,answer,GPT-3.5-turbo-answers,GEMINI_2023_answers
80,2023,CH - Ciências Humanas,,D1,"QUESTÃO 80  
No cemitério, a sociedade religiosa encarregada do 
funeral, aterrorizada, apressou a cerimônia de tal forma que 
a mãe de Herzog perdeu o momento em que o caixão do 
filho começou a ser coberto pela terra. Quatro jornalistas 
que estavam presos no DOI chegaram para assistir ao 
sepultamento. Um se afastara, chorando. Dizia: Eles matam, 
eles matam! Não pergunte nada. Não podemos dizer 
nada. Eles matam mesmo. Falava-se baixo. Ouviram-se 
dois curtos discursos. O primeiro, da atriz Ruth Escobar: 
Até quando vamos suportar tanta violência? Até quando 
vamos continuar enterrando nossos mortos em silêncio? 
No segundo, Audálio Dantas recitou o Navio negreiro, de 
Castro Alves: Senhor Deus dos desgraçados / Dizei-me 
Vós, Senhor Deus / Se é mentira, se é verdade, / Tanto 
horror perante os céus.
O acontecimento descrito no texto, ocorrido em meados 
dos anos 1970, atesta a seguinte característica do regime 
político-institucional vigente: 
","
A Incorporação da estética popular para justificar o ideal de integração nacional.
B Afirmação da estratégia psicossocial para favorecer o objetivo de propaganda cívica. 
C Institucionalização de mecanismos repressivos para eliminar os focos de resistência. 
D Adoção de cerimoniais públicos para controlar as manifestações de grupos opositores. 
E Estatização de meios de comunicação para selecionar a divulgação de atos governamentais.",C,C,D
81,2023,CH - Ciências Humanas,,D1,"QUESTÃO 81  
Alternativas logísticas estão servindo de instrumentos 
que ativam os mercados especuladores de terras 
nas diferentes regiões da Amazônia e constituem em 
indicadores utilizados por diferentes atores para defender 
ou denunciar o avanço da cultura da soja na região e, 
com ela, a retomada do desmatamento. É evidente que 
o crescimento do desmatamento tem a ver também com 
a expansão da soja, porém atribuir a ela o fator principal 
parece não totalmente correto. Parto da compreensão 
central de que a lógica que gera o desmatamento está 
articulada pelo tripé grileiros, madeireiros e pecuaristas.
Na visão do autor, o problema central da situação descrita 
é desencadeado pela 
","
A apropriação de áreas devolutas.
B sonegação de impostos federais.
C incorporação de exportação ilegal.
D desoneração de setores produtivos.
E flexibilização de legislação ambiental.",A,E,A
82,2023,CH - Ciências Humanas,,D1,"QUESTÃO 82  
TEXTO 1
Por hora, apenas os mais abastados poderão sonhar 
em viajar ao espaço, seja por um foguete ou por um avião 
híbrido, mas toda a população global poderá sentir os 
efeitos dessas viagens e avanços tecnológicos. Para uma 
aventura dessas, as empresas tiveram que criar novas 
tecnologias que podem, em algum momento, voltar para a 
sociedade. A câmera fotográfica, hoje comum no mundo, 
antes foi uma invenção para ser usada em telescópios, e 
o titânio, usado até na medicina, foi desenvolvido para a 
construção de foguetes. 
TEXTO 2
Descrição da charge: Intitulada Bilionários lançam 
nova era de viagens ao espaço..., a charge do artista 
Cazo apresenta três personagens que estão em um 
planeta desconhecido. Um astronauta desembarca 
de uma nave espacial e, entusiasmado, diz: “Viemos 
em paz!”. Enquanto isso, ocorre uma chamada de 
vídeo entre um nativo desse planeta e um indígena 
do planeta Terra que, de olho no astronauta, diz ao 
nativo: “Acredite em mim. Não confie nesse pessoal!”.
Os textos apresentam perspectivas da nova corrida espacial que revelam, respectivamente:
","
A Dependência e progresso.
B Expectativa e desconfiança.
C Angústia e adaptação.
D Pioneirismo e retrocesso.
E Receio e civilidade.",B,B,B
83,2023,CH - Ciências Humanas,,D1,"QUESTÃO 83  
Os séculos 15 e 16, quando se vão desmoronando 
as estruturas socioeconômicas da Idade Média perante 
os novos imperativos da Época moderna, constituem um 
momento-chave na história florestal de toda a Europa 
Ocidental. Abre-se, genericamente, um longo período 
de “crise florestal”, que se manifesta com acuidade nos 
países onde mais se desenvolvem as atividades industriais 
e comerciais. As necessidades em produtos lenhosos 
aumentam drasticamente com o crescimento do consumo 
nos mercados urbanos e nas regiões onde progridem a 
metalurgia e a construção naval, além da sua utilização 
na vida quotidiana de toda a população.
Qual acontecimento do período contribuiu diretamente para o agravamento da situação descrita?
","
A O processo de expansão marítima.
B A eclosão do renascimento cultural.
C A concretização da centralização política.
D O movimento de reformas religiosas.
E A manutenção do sistema feudal.",A,A,A
84,2023,CH - Ciências Humanas,,D1,"QUESTÃO 84  
Tahuantinsuyu — nome do Império Inca em quéchua —  
era dividido em quatro partes ou suyus: Chinchaysuyu 
(noroeste do Peru e Equador), Antisuyu (parte amazônica 
do império), Collasuyu (atual Bolívia) e Condesuyu (costa 
do Oceano Pacífico) e tinha Cuzco, no atual Peru, 
como sua capital imperial. Oficialmente, todas as etnias 
dominadas pelos incas deveriam adotar a língua quéchua, 
adorar o Sapa Inca e o Sol e pagar taxas em forma de 
horas de trabalhos periódicos. No entanto, pode-se dizer 
que o Império Inca era como um mosaico cultural em que 
vários e diferentes grupos étnicos adoravam o Sapa Inca 
e o Sol mas, simultaneamente, continuavam a adorar seus 
deuses locais e também a falar em suas línguas nativas.
Ao comparar, no texto, a vertente da dominação territorial 
com os aspectos culturais, os incas tinham uma postura
","
A aceitável no que alude aos direitos humanos.
B admissível no que remete às crenças coloniais.
C tolerável no que se refere aos regimes tributários.
D flexível no que diz respeito aos costumes religiosos.
E compreensível no que concerne às normas laborais.",D,D,D
85,2023,CH - Ciências Humanas,,D1,"QUESTÃO 85  
 A torcida do Fluminense inicia um movimento para 
mudar a letra de uma das músicas mais populares das 
arquibancadas tricolores. Grupos pedem a remoção do 
termo “mulambo imundo”, em uma provocação direta ao 
Flamengo. Mulambo é um termo que surgiu em Angola, na 
época da escravatura, e eles eram chamados de mulambos 
pelos senhores de engenho, os patrões das fazendas.
Qual mudança no comportamento social a proposta 
reportada no texto reflete?
","
A Rejeição de costumes elitistas.
B Repulsão de condutas misóginas.
C Condenação do preconceito racial.
D Criminalização de práticas homofóbicas.
E Contestação do comportamento machista.",C,C,C
86,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 86  
Descrição do gráfico: Intitulado Taxa de fecundidade 
no Brasil, o gráfico de barras verticais indica o número 
de filhos por mulher, a cada década, de 1960 até 
2050. Há um recorte no gráfico destacando que, nas 
décadas de 1960 até 2020, o número de filhos por 
mulher diminuiu de 6,3 para 1,5.
Fonte: IBGE
Qual fator foi determinante para a mudança do indicador apresentado no gráfico?
","
A Flexibilização legal da prática de aborto.
B Envelhecimento da população brasileira.
C Crescimento dos casos de gravidez precoce.
D Participação feminina no mercado de trabalho.
E Diminuição dos benefícios na licença-maternidade.",D,D,D
87,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 87  
 A Cavalgada de Sant’Ana é uma expressão da 
devoção dos vaqueiros à padroeira de Caicó (RN). Nas 
décadas de 1950 a 1970, esse evento, então denominado 
Cavalaria, era celebrado pelas pessoas que residiam na 
zona rural do município de Caicó. Essas pessoas usavam 
os animais (jegues, mulas e cavalos) como único meio de 
transporte, sobretudo para se dirigirem à cidade nos dias 
de feiras, trazendo seus produtos para comercializarem. 
Estando em Caicó no período da Festa de Sant’Ana, esses 
agricultores se organizavam em cavalgada até o pátio 
da Catedral de Sant’Ana para louvar a santa e receber 
bênção para seus animais. Por volta da década de 1970, 
com a chegada do automóvel à zona rural do município, 
essa expressão cultural foi extinta. O meio de transporte 
utilizando os animais passou a ser substituído por carros, 
sobretudo caminhonetes e caminhões, que transportavam 
os camponeses para a cidade em dias de feiras e festas. 
Desde 2002, um grupo de caicoenses retomou essa 
expressão cultural e, em conjunto com a associação 
dos vaqueiros, realiza no primeiro domingo da Festa a 
Cavalgada de Sant’Ana. O evento, além de contar com a 
participação dos cavaleiros que residem nas zonas rurais, 
atrai também pessoas que residem em Caicó, cidades 
vizinhas e amantes das vaquejadas.
As mudanças culturais mencionadas no texto caracterizam-se pela presença de
","
A elementos tradicionais e modernos em torno de uma crença religiosa.
B argumentos teológicos e históricos em consequência de uma ordem papal.
C fundamentos estéticos e etnográficos em função de uma cerimônia clerical.
D práticas corporais e esportivas em decorrência de uma imposição eclesiástica.
E discursos filosóficos e antropológicos em resultado de uma determinação paroquial.",A,A,A
88,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 88  
Do século 16 em diante, pelo menos nas classes 
mais altas, o garfo passou a ser usado como utensílio 
para comer, chegando através da Itália primeiramente 
à França e, em seguida, à Inglaterra e à Alemanha, 
depois de ter servido, durante algum tempo, apenas para 
retirar alimentos sólidos da travessa. Henrique Terceiro 
introduziu-o na França, trazendo-o provavelmente de 
Veneza. Seus cortesãos não foram pouco ridicularizados 
por essa maneira “afetada” de comer e, no princípio, não 
eram muito hábeis no uso do utensílio: pelo menos se 
dizia que metade da comida caía do garfo no caminho 
do prato à boca. Em data tão recente como o século 17, 
o garfo era ainda basicamente artigo de luxo, geralmente 
feito de prata ou ouro.
O processo social relatado indica a formação de uma etiqueta que tem como princípio a
","
A distinção das classes sociais.
B valorização de hábitos de higiene.
C exaltação da cultura mediterrânea. 
D consagração de tradições medievais.
E disseminação de produtos manufaturados.",A,B,A
89,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 89  
Negar o pedido por dinheiro indispensável para 
necessidades pessoais ou comprar bens usando o nome 
da pessoa sem o consentimento dela. Ameaçar o corte 
de recursos dependendo de atitudes pessoais, esconder 
documentos ou trocar senhas do banco sem avisar.  
Ou, ainda, proibir a pessoa de trabalhar ou destruir seus 
pertences. As histórias são comuns, mas às vezes não são 
reconhecidas como abuso. Mas é uma das cinco formas de 
conduta contra a mulher previstas na Lei Maria da Penha.
O texto apresenta tipos de conduta sujeitos a punição, 
conforme previsto na Lei Maria da Penha, porque 
consistem em formas de
","
A ação difamatória.
B desvio comportamental.
C expressão preconceituosa.
D violência patrimonial.
E desentendimento matrimonial.",D,D,D
90,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 90  
Por trás da “mágica” do Google Assistant de sua 
capacidade de interpretar 26 idiomas está uma enorme 
equipe de linguistas distribuídos globalmente, trabalhando 
como subcontratados, que devem rotular tediosamente 
os dados de treinamento para que funcione. Eles ganham 
baixos salários e são rotineiramente forçados a trabalhar 
horas extras não remuneradas. A inteligência artificial não 
funciona com um pozinho mágico. Ela funciona por meio 
de trabalhadores que treinam algoritmos incansavelmente 
até que eles automatizem seus próprios trabalhos.
O texto critica a mudança tecnológica em razão da 
seguinte consequência:
","
A Diversificação da função.
B Mobilidade da população.
C Autonomia do empregado.
D Concentração da produção. 
E Invisibilidade do profissional.",E,E,E
91,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 91  
É comum em viagens de avião sermos solicitados a 
desligar aparelhos cujo funcionamento envolva a emissão 
ou a recepção de ondas eletromagnéticas, como celulares. 
 A justificativa dada para esse procedimento é, entre 
outras coisas, a necessidade de eliminar fontes de sinais 
eletromagnéticos que possam interferir nas comunicações, 
via rádio, dos pilotos com a torre de controle.
Essa interferência poderá ocorrer somente se as ondas 
emitidas pelo celular e as recebidas pelo rádio do avião
","
A forem ambas audíveis.
B tiverem a mesma potência.
C tiverem a mesma frequência.
D tiverem a mesma intensidade.
E propagarem-se com velocidades diferentes.",C,C,C
92,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 92  
Terpenos com atividade inseticida:  
uma alternativa para o controle químico de insetos
O Aldrin é um inseticida agrícola organoclorado 
sintético de baixa polaridade, cuja estrutura molecular 
simétrica, de fórmula C12H8Cl6, está ilustrada na figura. 
Introduzido na agricultura a partir da década de 1950, esse 
composto apresenta alta persistência no meio ambiente e 
acumulação nos organismos, sendo danoso para a saúde.
Descrição da ilustração: Estrutura química da 
molécula de Aldrin. Essa ilustração não foi descrita, 
pois suas informações não foram solicitadas para a 
resolução da questão.
Um pesquisador coletou fluidos biológicos de 
indivíduos de uma população contaminada por esse 
inseticida agrícola. Ele analisou amostras de saliva, 
sangue, lágrima, urina e leite quanto à presença dessa 
substância.
Em qual dos fluidos o pesquisador provavelmente 
encontrou a maior concentração dessa substância?
","
A Saliva, por consequência da atividade de enzimas.
B Sangue, em função das hemácias e leucócitos.
C Lágrima, em razão da concentração de sais.
D Urina, pela presença de moléculas de ureia.
E Leite, por causa do alto teor de gorduras.",E,B,E
93,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 93  
Cafeteria adota copo reutilizável 
feito com casca de café
Uma cafeteria adotou copos fabricados a partir de 
uma composição de 50 por cento de plástico reciclado 
não biodegradável e 50 por cento de casca de café.  
O copo é reutilizável e retornável, pois o material, 
semelhante a uma cerâmica, suporta a lavagem. Embora 
ele seja comercializado por um preço considerado alto 
quando comparado ao de um copo de plástico descartável, 
essa cafeteria possibilita aos clientes retornarem o copo 
sujo e levarem o café quente servido em outro copo já 
limpo e higienizado. O material desse copo oferece 
também o conforto de não esquentar na parte externa.
Quais duas vantagens esse copo apresenta em 
comparação ao copo descartável?
","
A Ter a durabilidade de uma cerâmica e ser totalmente biodegradável.
B Ser tão durável quanto uma cerâmica e ter alta condutividade térmica.
C Ser um mau condutor térmico e aumentar o resíduo biodegradável na natureza.
D Ter baixa condutividade térmica e reduzir o resíduo não biodegradável na natureza.
E Ter alta condutividade térmica e possibilitar a degradação do material no meio ambiente.",D,D,D
94,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 94  
Um método simples para avaliar o teor 
de sacarose e CO2 em refrigerantes
O consumo exagerado de refrigerantes é preocupante, 
pois contribui para o aumento de casos de obesidade e 
diabetes. Considere dois refrigerantes enlatados, um 
comum e um diet, e que ambos possuam a mesma 
quantidade de aditivos, exceto pela presença de 
açúcar. O refrigerante comum contém basicamente 
água carbonatada e grande quantidade de açúcar; já o 
refrigerante diet tem água carbonatada e adoçantes, cujas 
massas são muito pequenas.
Entre as duas versões apresentadas, o refrigerante comum possui
","
A maior densidade.
B menor viscosidade.
C maior volume de gás dissolvido.
D menor massa de solutos dissolvidos.
E maior temperatura de congelamento.",A,D,C
95,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 95  
O descarte de detergentes comuns nos esgotos 
domésticos ocasiona a formação de uma camada de 
espuma que impede a entrada de oxigênio na água.  
Os microrganismos que vivem nessas águas não são 
capazes de quebrar moléculas ramificadas, ocorrendo 
assim um desequilíbrio ambiental nos rios. A fórmula a seguir 
representa a estrutura química de um tensoativo presente 
na composição de um detergente não biodegradável.
Descrição da estrutura química: Estrutura do 
tensoativo não biodegradável, que tem como cadeia 
principal o grupo benzenossulfonato de sódio (anel 
aromático ligado a SO3 de carga negativa, que interage 
com o cátion Na de carga positiva). Ao anel aromático 
desse grupo encontra-se ligada uma ramificação com 
uma cadeia carbônica de sete átomos de carbono que 
contém, em seis deles, ramificações com grupos CH3.
Qual modificação química na estrutura desse tensoativo o tornaria um detergente biodegradável?
","
A Retirar a parte polar da molécula.
B Eliminar as insaturações do anel aromático.
C Trocar o grupo aniônico por um grupo neutro.
D Alterar o grupo aniônico por um grupo catiônico.
E Modificar a cadeia carbônica para cadeia normal.",E,E,E
96,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 96  
Avaliação de substâncias genotóxicas
Micronúcleos em células tumorais: biologia e implicações para a tumorigênese
O ensaio de micronúcleos é um teste de avaliação de 
genotoxicidade que associa a presença de micronúcleos 
(pequenos núcleos que aparecem próximo aos núcleos 
das células) com lesões genéticas. Os micronúcleos são 
fragmentos de DNA encapsulados, provenientes do fuso 
mitótico durante a divisão celular.
Os micronúcleos se originam dos(as)
","
A nucléolos.
B lisossomos.
C ribossomos.
D mitocôndrias.
E cromossomos.",E,E,E
97,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 97  
O petróleo é uma matéria-prima muito valiosa 
e métodos geofísicos são úteis na sua prospecção. 
É possível identificar a composição de materiais 
estratificados medindo-se a velocidade de propagação 
do som (onda mecânica) através deles. Considere que 
uma camada de 450 metros de um líquido se encontra 
presa no subsolo entre duas camadas rochosas, conforme 
o esquema. Um pulso acústico (que gera uma vibração 
mecânica) é emitido a partir da superfície do solo, onde 
são posteriormente recebidas duas vibrações refletidas 
(ecos). A primeira corresponde à reflexão do pulso na 
interface superior do líquido com a camada rochosa.  
 A segunda vibração deve-se à reflexão do pulso na 
interface inferior. O tempo entre a emissão do pulso e 
a chegada do primeiro eco é de 0,5 segundo. O segundo 
eco chega 1,1 segundo após a emissão do pulso.
Descrição do esquema: O esquema apresenta um 
corte transversal da crosta terrestre em que se tem, de 
cima para baixo, uma camada de rocha, uma camada 
de líquido e outra camada de rocha. A espessura da 
camada de líquido é de 450 metros. Na parte superior 
da crosta terrestre, tem-se a representação de um 
emissor e detector de pulsos.

 A velocidade do som na camada líquida, em metro por segundo, é
","
A 270.
B 540.
C 818.
D 1 500.
E 1 800.",D,D,B
98,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 98  
O manual de um automóvel alerta sobre os cuidados em relação à pressão do ar no interior dos pneus. 
Recomenda-se que a pressão seja verificada com os pneus frios (à temperatura ambiente). Um motorista, desatento 
a essa informação, realizou uma viagem longa sobre o asfalto quente e, em seguida, verificou que a pressão 
P zero no interior dos pneus não era a recomendada pelo fabricante. Na ocasião, a temperatura dos pneus era 
T zero. Após um longo período em repouso, os pneus do carro atingiram a temperatura ambiente T. Durante o 
resfriamento, não há alteração no volume dos pneus e na quantidade de ar no seu interior. Considere o ar dos pneus 
um gás perfeito (também denominado gás ideal).
Durante o processo de resfriamento, os valores de pressão em relação à temperatura (P versus T) são representados 
pelo gráfico:","
A Descrição do gráfico: A pressão permanece constante com a diminuição da temperatura entre T zero e T. Em T, a temperatura não se altera, e a pressão diminui.
B Descrição do gráfico: A pressão permanece constante com a diminuição da temperatura entre T zero e T.
C Descrição do gráfico: A pressão aumenta como um arco de parábola para cima com a diminuição da temperatura entre T zero e T.
D Descrição do gráfico: A pressão aumenta linearmente com a diminuição da temperatura entre T zero e T.
E Descrição do gráfico: A pressão diminui linearmente com a diminuição da temperatura entre T zero e T.",E,E,B
99,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 99  
Pais com síndrome de Down
Três anos após dar à luz, mãe portadora de síndrome de Down revela detalhes de seu dia a dia. A síndrome de Down é uma alteração genética associada à trissomia do cromossomo 21, ou seja, o indivíduo possui 
três cromossomos 21 e não um par, como é normal. Isso ocorre pela união de um gameta contendo um cromossomo 
21 com um gameta possuidor de dois cromossomos 21. Embora, normalmente, as mulheres com a síndrome sejam 
estéreis, em 2008, no interior de São Paulo, uma delas deu à luz uma menina sem a síndrome de Down.
Sabendo disso, um jovem casal, ambos com essa síndrome, procura um médico especialista para aconselhamento 
genético porque querem ter um bebê.
O médico informa ao casal que, com relação ao cromossomo 21, os zigotos formados serão
","
A todos normais.
B todos tetrassômicos.
C apenas normais ou tetrassômicos.
D apenas trissômicos ou tetrassômicos.
E normais, trissômicos ou tetrassômicos.",E,E,E
100,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 100  
Para que uma molécula dê origem a um medicamento de administração oral, além de apresentar atividade 
farmacológica, deve ser capaz de atingir o local de ação. Para tanto, essa molécula não deve se degradar no estômago 
(onde o meio é fortemente ácido e há várias enzimas que reagem mediante catálise ácida), deve ser capaz de atravessar 
as membranas celulares e ser solúvel no plasma sanguíneo (sistema aquoso). Para os fármacos cujas estruturas 
são formadas por cadeias carbônicas longas contendo pelo menos um grupamento amino, um recurso tecnológico 
empregado é sua conversão no cloridrato correspondente. Essa conversão é representada, de forma genérica, pela 
equação química:
Descrição da equação química: O reagente R3N mais HCl formam o produto R3NH de carga positiva e Cl de 
carga negativa.
O aumento da eficiência de circulação do fármaco no sangue, promovido por essa conversão, deve-se ao incremento de seu(sua)
","
A basicidade.
B lipofilicidade.
C caráter iônico.
D cadeia carbônica.
E estado de oxidação.",C,C,C
101,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 101  
Toxicidade do cianeto
Biologia molecular da célula
 A produção de ATP depende do gradiente de prótons gerado pela cadeia respiratória. Nessas reações, conforme o 
esquema, os elétrons provenientes da oxidação do NADH em NAD de carga positiva percorrem a cadeia até chegarem 
à citocromo c oxidase reduzindo o Fe de carga 3 positiva a Fe de carga 2 positiva. O oxigênio atua como aceptor 
final desses elétrons formando água. O cianeto é uma espécie química altamente tóxica que tem grande afinidade 
pelo Fe de carga 3 positiva. Quando células são expostas ao cianeto, ele se liga ao sítio de Fe de carga 3 positiva 
da citocromo c oxidase, impedindo a sua conversão em Fe de carga 2 positiva e bloqueando a cadeia respiratória.
Descrição do esquema: Seis reações acopladas da cadeia respiratória, na seguinte sequência:
Primeira reação: Substrato proveniente do nutriente gera CO2, enquanto NAD de carga positiva gera NADH.
Segunda reação: NADH gera NAD de carga positiva, enquanto o transportador 1 passa da forma oxidada para a forma reduzida;
Terceira reação: O transportador 1 passa da forma reduzida para a oxidada, enquanto o transportador 2 passa da oxidada para a reduzida;
Quarta reação: O transportador 2 passa da forma reduzida para a oxidada, enquanto o transportador 3 passa da oxidada para a reduzida;
Quinta reação: O transportador 3 passa da forma reduzida para a oxidada, enquanto o Fe de carga 3 positiva da citocromo c oxidase é convertido a Fe de carga 2 positiva.
Sexta reação: Finalmente, acoplado à conversão de Fe de carga 2 positiva em Fe de carga 3 positiva, ocorre a produção de H2O a partir de O2.
Esse bloqueio aumenta a concentração celular de
","
A ATP.
B água.
C NADH.
D dióxido de carbono.
E citocromo c oxidase.",C,C,C
102,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 102  
Os cientistas conseguem determinar a idade de um fóssil com menos de 40 000 anos de idade utilizando 
o método do carbono-14 ou carbono radioativo. Isso é feito a partir da relação existente entre a quantidade de 
carbono-14 restante no fóssil e a quantidade de carbono-14 em uma espécie semelhante atual. Apesar de 
sofrer decaimento radioativo, a quantidade de carbono-14 na atmosfera, em particular em moléculas de CO2, é 
praticamente constante, devido à incidência dos raios cósmicos que atingem a Terra a todo instante. Assim, 
por fazerem parte do ciclo do carbono, animais e vegetais mantêm uma quantidade praticamente constante de 
carbono-14 em sua constituição enquanto estão vivos. Porém, quando morrem, cessa a entrada de carbono 
no organismo e esse número vai diminuindo à medida que o carbono-14 vai decaindo radioativamente. 
 A meia-vida do carbono-14, isto é, o tempo necessário para que metade dos átomos radioativos de uma amostra 
decaia, é constante e de aproximadamente 5 730 anos.
Para descobrir a idade de um fóssil que não poderia ter mais de 40 000 anos, é relevante determinar
","
A a meia-vida do carbono-14.
B se o fóssil é animal ou vegetal.
C se o fóssil tem mais de 5 730 anos.
D a quantidade de carbono-14 presente no fóssil.
E a relação entre as quantidades de carbono-14 em uma parte do fóssil e no fóssil todo.",D,E,D
103,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 103  
Uma concessionária é responsável por um trecho 
de 480 quilômetros de uma rodovia. Nesse trecho foram 
construídas 10 praças de pedágio, onde funcionários 
recebem os pagamentos nas cabines de cobrança.  
Também existe o serviço automático, em que os veículos 
providos de um dispositivo passam por uma cancela, que 
se abre automaticamente, evitando filas e diminuindo o 
tempo de viagem. Segundo a concessionária, o tempo 
médio para efetuar a passagem em uma cabine é de 
3 minutos, e as velocidades máximas permitidas na 
rodovia são 100 quilômetros por hora, para veículos 
leves, e 80 quilômetros por hora, para veículos de 
grande porte.
Considere um carro e um caminhão viajando, ambos 
com velocidades constantes e iguais às máximas 
permitidas, e que somente o caminhão tenha o serviço 
automático de cobrança.
Comparado ao caminhão, quantos minutos a menos o carro leva para percorrer toda a rodovia?
","
A 30.
B 42.
C 72.
D 288.
E 360.",B,B,B
104,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 104  
Ancient Soil Chemists of the Amazon
Os solos amazônicos, ricos em silicato, não são 
apropriados para o cultivo por serem incapazes de reter 
nutrientes. Contudo, descobertas arqueológicas têm 
demonstrado que os antigos habitantes da Amazônia 
dominavam a técnica de preparo de um insumo agrícola 
natural, denominado terra preta. Esse insumo era 
constituído principalmente de uma espécie de biocarvão 
(biochar) obtido da queima de matéria orgânica, como 
troncos de árvores, pedaços de ossos e esterco, capaz 
de manter um solo fértil por anos.
Admite-se que o efeito do biocarvão na fertilização 
do solo estava, em parte, relacionado à presença de 
grupos orgânicos do tipo carboxilato em sua superfície, 
carregados negativamente (ligação simples COO de carga 
negativa). Esses grupos atraem íons positivos necessários 
como nutrientes, tais quais os provenientes do potássio, 
do cálcio e do magnésio, além de micronutrientes, 
como zinco e ferro. Essa ligação no solo fertilizado é 
predominantemente iônica, conforme ilustra a figura, em 
que M de carga n positiva representa os cátions metálicos. 
De acordo com a escala de Pauling, a eletronegatividade 
do elemento oxigênio é igual a 3,44.
Descrição da figura: No solo com biocarvão, ao 
grupo orgânico do tipo carboxilato é adicionado M de 
carga n positiva, formando no solo fertilizado o grupo 
orgânico  com ligação simples COO de carga negativa 
que interage com M de carga n positiva.
O quadro apresenta os valores de eletronegatividade 
desses cinco elementos metálicos.
Descrição do quadro: O quadro apresenta as 
eletronegatividades de cinco elementos metálicos:
Potássio: 0,82
Cálcio: 1,00
Magnésio: 1,31
Zinco: 1,65
Ferro: 1,83
O cátion que resultará em uma interação de maior caráter 
iônico com o ânion carboxilato será aquele proveniente 
do elemento
","
A potássio.
B cálcio.
C magnésio.
D zinco.
E ferro.",A,E,A
105,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 105  
Em uma indústria alimentícia, para produção de 
doce de leite, utiliza-se um tacho de parede oca com 
uma entrada para vapor de água a 120 graus Celsius  e 
uma saída para água líquida em equilíbrio com o vapor a  
100 graus Celsius. Ao passar pela parte oca do tacho, 
o vapor de água transforma-se em líquido, liberando 
energia. A parede transfere essa energia para o interior do 
tacho, resultando na evaporação de água e consequente 
concentração do produto.
No processo de concentração do produto, é utilizada energia proveniente
","
A somente do calor latente de vaporização.
B somente do calor latente de condensação.
C do calor sensível e do calor latente de vaporização.
D do calor sensível e do calor latente de condensação.
E do calor latente de condensação e do calor latente de vaporização.",D,E,D
106,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 106  
 A gasolina é uma mistura de hidrocarbonetos 
de cadeias saturadas contendo de 8 a 12 átomos de 
carbono. Além disso, a gasolina de alto desempenho deve 
conter elevados teores de hidrocarbonetos de cadeias 
ramificadas, de forma a resistir à compressão e entrar em 
ignição apenas quando a vela aciona uma centelha elétrica 
no motor. No quadro, estão apresentados compostos que 
podem ser utilizados como combustíveis.
Descrição do quadro: Quadro com compostos 
numerados de 1 a 5 e suas respectivas nomenclaturas.
Composto 1: n-decano.
Composto 2: n-heptano.
Composto 3: 2,2,4-trimetilpentano.
Composto 4: 3-etil-4-metilex-1-eno.
Composto 5: 3-etil-2-metilpentan-1-ol.

Entre esses compostos, aquele que conferirá maior desempenho como combustível é o
","
A 1.
B 2.
C 3.
D 4.
E 5.",C,E,C
107,2023,CN - Ciências da Natureza,,D2,"QUESTÃO 107  
Cartilha de limpeza urbana
De acordo com a Constituição Federal, é competência 
dos municípios o gerenciamento dos serviços de limpeza e 
coleta dos resíduos urbanos (lixo). No entanto, há relatos 
de que parte desse lixo acaba sendo incinerado, liberando 
substâncias tóxicas para o ambiente e causando acidentes 
por explosões, principalmente quando ocorre a incineração 
de frascos de aerossóis (por exemplo: desodorantes, 
inseticidas e repelentes). A temperatura elevada provoca 
a vaporização de todo o conteúdo dentro desse tipo de 
frasco, aumentando a pressão em seu interior até culminar 
na explosão da embalagem.
Suponha um frasco metálico de um aerossol de 
capacidade igual a 100 mililitros, contendo 0,1 mol de 
produtos gasosos à temperatura de 650 graus Celsius, 
no momento da explosão.
Considere: R é igual a 0,082 fração com numerador 
litro vezes atmosfera e denominador mol vezes Kelvin.
 A pressão, em atmosfera, dentro do frasco, no momento da explosão, é mais próxima de
","
A 756.
B 533.
C 76.
D 53.
E 13.",C,C,A
