id,year,area,sp_area,day,body,alternatives,answer,GEMINI_2022_answers,GPT3.5_2022_answers,Llama2_2022_answers
89,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 89  
Quarto de despejo: diário de uma favelada
Carolina Maria de Jesus
Eu estava pagando o sapateiro e conversando com 
um preto que estava lendo um jornal. Ele estava revoltado 
com um guarda civil que espancou um preto e amarrou 
numa árvore. O guarda civil é branco. E há certos brancos 
que transforma preto em bode expiatório. Quem sabe se 
guarda civil ignora que já foi extinta a escravidão e ainda 
estamos no regime da chibata?
O texto, que guarda a grafia original da autora, expõe 
uma característica da sociedade brasileira, que é o(a):
","
A Racismo estrutural.
B Desemprego latente.
C Concentração de renda.
D Exclusão informacional.
E Precariedade da educação.",A,,A,A
90,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 90  
Descrição da imagem: Infográfico distribuído em 
quatro quadros com os seguintes dados:
Quadro 1: Figura de uma paisagem com árvores, 
arbustos e vegetação rasteira, denominada 
“Cobertura natural do solo”, apresenta as seguintes 
setas: da superfície do solo para cima, denominada 
“Evapotranspiração: 40 por cento”; acima do solo para a 
esquerda, denominada “Escoamento superficial: 10 por 
cento”; abaixo do solo para a esquerda, denominada 
“Infiltração subsuperficial: 25 por cento”; da superfície 
do solo para baixo, denominada “Percolação profunda: 
25 por cento”.
Quadro 2: Figura de uma paisagem com árvores, 
arbustos, vegetação rasteira e uma casa, denominada 
“10 por cento a 20 por cento de superfície impermeável”, 
apresenta as seguintes setas: da superfície do solo 
para cima, denominada “Evapotranspiração: 38 por 
cento”; acima do solo para a esquerda, denominada 
“Escoamento superficial: 20 por cento”; abaixo do solo 
para a esquerda, denominada “Infiltração subsuperficial: 
21 por cento”; da superfície do solo para baixo, 
denominada “Percolação profunda: 21 por cento”.
Quadro 3: Figura de uma paisagem sem vegetação e 
três casas, denominada “35 por cento a 50 por cento 
de superfície impermeável”, apresenta as seguintes 
setas: da superfície do solo para cima, denominada 
“Evapotranspiração: 35 por cento”; acima do solo para a 
esquerda, denominada “Escoamento superficial: 30 por 
cento”; abaixo do solo para a esquerda, denominada 
“Infiltração subsuperficial: 20 por cento”; da superfície 
do solo para baixo, denominada “Percolação profunda: 
15 por cento”.
Quadro 4: Figura de uma paisagem sem vegetação, 
duas casas e vários edifícios, denominada “75 por cento 
a 100 por cento de superfície impermeável”, apresenta 
as seguintes setas: da superfície do solo para cima, 
denominada “Evapotranspiração: 30 por cento”; acima 
do solo para a esquerda, denominada “Escoamento 
superficial: 55 por cento”; abaixo do solo para a 
esquerda, denominada “Infiltração subsuperficial: 10 por 
cento”; da superfície do solo para baixo, denominada 
“Percolação profunda: 5 por cento”.     

 A intensificação da ocupação urbana demonstrada afeta 
de forma imediata o(a)
","
A nível altimétrico.
B ciclo hidrológico.
C padrão climático.
D tectônica de placas.
E estrutura das rochas.",B,,B,B
91,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 91  
O protozoário Trypanosoma cruzi, causador da doença 
de Chagas, pode ser a nova arma da medicina contra o 
câncer. Pesquisadores brasileiros conseguiram criar uma 
vacina contra a doença usando uma variação do protozoário 
incapaz de desencadear a patologia (não patogênico). Para 
isso, realizaram uma modificação genética criando um T. cruzi 
capaz de produzir também moléculas fabricadas pelas células 
tumorais. Quando o organismo inicia o combate ao protozoário, 
entra em contato também com a molécula tumoral, que passa 
a ser vista também pelo sistema imune como um indicador de 
células do protozoário. Depois de induzidas as defesas, estas 
passam a destruir todas as células com a molécula tumoral, 
como se lutassem apenas contra o protozoário. 
Qual o mecanismo utilizado no experimento para enganar 
as células de defesa, fazendo com que ataquem o tumor?
","
A Autoimunidade.
B Hipersensibilidade.
C Ativação da resposta inata.
D Apresentação de antígeno específico.
E Desencadeamento de processo anti-inflamatório.",D,,D,D
92,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 92  
O sinal sonoro oriundo da queda de um grande bloco 
de gelo de uma geleira é detectado por dois dispositivos 
situados em um barco, sendo que o detector A está 
imerso em água e o B, na proa da embarcação. Sabe-se 
que a velocidade do som na água é de 1 540 metros por 
segundo e no ar é de 340 metros por segundo.
Descrição da ilustração: Uma embarcação com o 
detector A, que está imerso em água e suspenso por 
um cabo ligado ao barco, e o detector B, posicionado 
sobre a parte da frente da embarcação. Os detectores A e B estão ao longo da mesma linha vertical, que é 
perpendicular à linha que indica a distância L entre a 
embarcação e o bloco de gelo.
Os gráficos indicam, em tempo real, o sinal sonoro 
detectado pelos dois dispositivos, os quais foram ligados 
simultaneamente em um instante anterior à queda do 
bloco de gelo. Ao comparar pontos correspondentes 
desse sinal em cada dispositivo, é possível obter 
informações sobre a onda sonora.
Descrição do Gráfico A: O eixo horizontal indica o 
tempo, em segundo, de 208 a 244. O eixo vertical 
indica a intensidade do sinal, sem valores. O sinal tem 
uma forma oscilante apresentando 5 picos e 5 vales no 
intervalo de tempo entre 208 e 226 segundos. O terceiro 
vale corresponde ao tempo de 220 segundos.
Descrição do Gráfico B: O eixo horizontal indica o 
tempo, em segundo, de 208 a 244. O eixo vertical 
indica a intensidade do sinal, sem valores. O sinal tem 
uma forma oscilante apresentando 5 picos e 5 vales 
no intervalo de tempo entre 220 e 238 segundos. O 
terceiro vale corresponde ao tempo de 232 segundos.
 A distância L, em metro, entre o barco e a geleira é mais próxima de
","
A 339 000.
B 78 900.
C 14 400.
D 5 240.
E 100.",D,,C,C
93,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 93  
Brasileiro inventor de, abre aspas, luz engarrafada, 
fecha aspas, tem ideia espalhada pelo mundo
Em 2002, um mecânico da cidade mineira de 
Uberaba (MG) teve uma ideia para economizar o 
consumo de energia elétrica e iluminar a própria casa 
num dia de sol. Para isso, ele utilizou garrafas plásticas 
PET com água e cloro, conforme ilustram as figuras. 
Cada garrafa foi fixada ao telhado de sua casa em um 
buraco com diâmetro igual ao da garrafa, muito maior 
que o comprimento de onda da luz. Nos últimos dois 
anos, sua ideia já alcançou diversas partes do mundo e 
deve atingir a marca de 1 milhão de casas utilizando a, 
abre aspas, luz engarrafada, fecha aspas.
Descrição da imagem: Duas fotografias dispostas 
lado a lado. A da esquerda destaca uma garrafa PET 
com água emitindo luz. A da direita mostra várias 
garrafas fixadas no teto iluminando o ambiente 
fechado, onde se encontra um homem sentado.
Que fenômeno óptico explica o funcionamento da, abre aspas, luz engarrafada, fecha aspas?
","
A Difração.
B Absorção.
C Polarização. 
D Reflexão.
E Refração.",E,,E,A
94,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 94  
Química orgânica
De modo geral, a palavra, abre aspas, aromático, fecha aspas, invoca associações agradáveis, como cheiro de café 
fresco ou de um pão doce de canela. Associações similares ocorriam no passado da história da química orgânica, quando 
os compostos ditos, abre aspas, aromáticos, fecha aspas, apresentavam um odor agradável e foram isolados de óleos 
naturais. À medida que as estruturas desses compostos eram elucidadas, foi se descobrindo que vários deles continham uma 
unidade estrutural específica. Os compostos aromáticos que continham essa unidade estrutural tornaram-se parte de uma 
grande família, muito mais com base em suas estruturas eletrônicas do que nos seus cheiros, como as substâncias a seguir, 
encontradas em óleos vegetais.
Descrição das estruturas químicas:
Benzaldeído (no óleo de amêndoas): Anel aromático com o grupo C ligação dupla O, ligação simples H.
Salicilato de metila (no óleo de gaultéria): Anel aromático com dois grupos: Primeiro grupo: C ligação dupla O, 
ligação simples O, ligação simples CH3; Segundo grupo: ligação simples OH.
Anetol (no óleo de anis): Anel aromático com dois grupos: Primeiro grupo: O ligação simples CH3; Segundo grupo: 
C ligação dupla C, ligação simples CH3.
Vanilina (no óleo de baunilha): Anel aromático com três grupos: Primeiro grupo: C ligação dupla O, ligação simples 
H; Segundo grupo: O ligação simples CH3; Terceiro grupo: ligação simples OH.
Eugenol (no óleo de cravos): Anel aromático com três grupos: Primeiro grupo: CH2 ligação simples CH, ligação 
dupla CH2; Segundo grupo: O ligação simples CH3; Terceiro grupo: ligação simples OH.
Cinamaldeído (no óleo de canela): Anel aromático com o grupo CH ligação dupla CH, ligação simples C, ligação 
dupla O ligação simples H.

 A característica estrutural dessa família de compostos é a presença de 
","
A ramificações.
B insaturações.
C anel benzênico.
D átomos de oxigênio.
E carbonos assimétricos.",C,,C,C
95,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 95  
Estudo confirma eficácia do Método Wolbachia para dengue
Os resultados de um ensaio clínico randomizado na Indonésia apontaram uma redução de 77 por cento dos casos 
de dengue nas áreas que receberam o mosquito Aedes aegypti infectado com a bactéria Wolbachia. Trata-se da mesma 
técnica utilizada no Brasil pelo Método Wolbachia, iniciativa conduzida pela Fundação Oswaldo Cruz — Fiocruz. Essa 
bactéria induz a redução da carga viral no mosquito e, consequentemente, o número de casos de dengue na área, sendo 
repassada por meio do cruzamento entre os insetos. Como essa bactéria é um organismo intracelular e o vírus também 
precisa entrar nas células para se reproduzir, ambos necessitarão de recursos comuns.
Essa tecnologia utilizada no combate à dengue consiste na
","
A predação do vírus pela bactéria.
B esterilização de mosquitos infectados.
C alteração no genótipo do mosquito pela bactéria.
D competição do vírus e da bactéria no hospedeiro.
E inserção de material genético do vírus na bactéria.",D,,D,D
96,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 96  
 A água bruta coletada de mananciais apresenta alto índice 
de sólidos suspensos, o que a deixa com um aspecto turvo. 
Para se obter uma água límpida e potável, ela deve passar por 
um processo de purificação numa estação de tratamento de 
água. Nesse processo, as principais etapas são, nesta ordem: 
coagulação, decantação, filtração, desinfecção e fluoretação.
Qual é a etapa de retirada de grande parte desses sólidos?","
A Coagulação.
B Decantação.
C Filtração.
D Desinfecção.
E Fluoretação.",B,,B,B
97,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 97  
Vida: a ciência da biologia
Os ursos, por não apresentarem uma hibernação 
verdadeira, acordam por causa da presença de termogenina, 
uma proteína mitocondrial que impede a chegada dos prótons 
até a ATP sintetase, gerando calor. Esse calor é importante 
para aquecer o organismo, permitindo seu despertar.
Em qual etapa do metabolismo energético celular a 
termogenina interfere?
","
A Glicólise.
B Fermentação lática.
C Ciclo do ácido cítrico.
D Oxidação do piruvato.
E Fosforilação oxidativa.",E,,E,E
98,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 98  
 A fim de classificar as melhores rotas em um aplicativo 
de trânsito, um pesquisador propõe um modelo com base 
em circuitos elétricos. Nesse modelo, a corrente representa 
o número de carros que passam por um ponto da pista 
no intervalo de 1 segundo. A diferença de potencial (d.d.p.) 
corresponde à quantidade de energia por carro necessária 
para o deslocamento de 1 metro. De forma análoga à lei 
de Ohm, cada via é classificada pela sua resistência, sendo 
a de maior resistência a mais congestionada. O aplicativo 
mostra as rotas em ordem crescente, ou seja, da rota de 
menor para a de maior resistência.
Como teste para o sistema, são utilizadas três 
possíveis vias para uma viagem de A até B, com os 
valores de d.d.p. e corrente conforme a tabela.
Descrição da tabela: Dados em três colunas. A 
primeira coluna indica as rotas. A segunda coluna 
indica a ddp, com unidade em joule por carro por 
metro. A terceira coluna indica a corrente, com unidade 
carro por segundo.
Rota 1: ddp 510 e corrente 4.
Rota 2: ddp 608 e corrente 4.
Rota 3: ddp 575 e corrente 3.
Nesse teste, a ordenação das rotas indicadas pelo 
aplicativo será:
","
A 1, 2, 3.
B 1, 3, 2.
C 2, 1, 3.
D 3, 1, 2.
E 3, 2, 1.",A,,C,C
99,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 99  
O esquema representa o ciclo do nitrogênio:
Descrição da imagem: Esquema com 
decompositores, um coelho e duas plantas (com foco 
na parte aérea e subterrânea delas). De uma planta, 
partem duas setas, uma para o coelho e outra para 
os decompositores (fungos e bactérias aeróbicas e 
anaeróbicas). Do coelho, também parte uma seta para 
esses mesmos decompositores. De decompositores, 
parte uma seta para amônia (NH3) e amônio (NH4 
de carga positiva). As bactérias nitrificantes fazem a 
nitrificação da amônia e amônio com uma seta que 
vai para nitritos (NO2 de carga negativa). As bactérias 
nitrificantes transformam nitritos em nitratos (NO3 de 
carga negativa). Dos nitratos, partem duas setas, 
uma que indica assimilação pelas plantas e outra 
que indica bactérias desnitrificantes. Das bactérias 
desnitrificantes, a seta continua para o ar e retorna ao 
ciclo para bactérias fixadoras de N2, nos nódulos das 
raízes de leguminosas. Dessas mesmas bactérias, 
uma seta indica que elas farão, no solo, a amonificação, 
seguindo a seta para amônia (NH3) e amônio (NH4 de 
carga positiva), fechando o ciclo.
 A chuva ácida interfere no ciclo do nitrogênio, 
principalmente, por proporcionar uma diminuição do pH 
do solo e da atmosfera, alterando a concentração dos 
compostos presentes nesse ciclo.
Em um solo de menor pH, será favorecida a formação de:
","
A N2.
B NH3.
C NH4 de carga positiva.
D NO2 de carga negativa.
E NO3 de carga negativa.",C,,E,B
100,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 100  
No processo de captação da luz pelo olho para a 
formação de imagens estão envolvidas duas estruturas 
celulares: os cones e os bastonetes. Os cones são sensíveis 
à energia dos fótons, e os bastonetes, à quantidade de 
fótons incidentes. A energia dos fótons que compõem 
os raios luminosos está associada à sua frequência, e a 
intensidade, ao número de fótons incidentes.
Um animal que tem bastonetes mais sensíveis irá ","
A apresentar daltonismo.
B perceber cores fora do espectro do visível.
C enxergar bem em ambientes mal iluminados.
D necessitar de mais luminosidade para enxergar.
E fazer uma pequena distinção de cores em ambientes iluminados.",C,,D,C
101,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 101  
Técnica modifica proteína do veneno de cascavel e permite 
criar fármaco que modula a coagulação sanguínea
O veneno da cascavel pode causar hemorragia com 
risco de morte a quem é picado pela serpente. No entanto, 
pesquisadores do Brasil e da Bélgica desenvolveram uma 
molécula de interesse farmacêutico, a PEG-collineína-1, 
a partir de uma proteína encontrada no veneno dessa 
cobra, capaz de modular a coagulação sanguínea. 
Embora a técnica não seja nova, foi a primeira vez que 
o método foi usado a partir de uma toxina animal na sua 
forma recombinante, ou seja, produzida em laboratório 
por um fungo geneticamente modificado.
Esse novo medicamento apresenta potencial aplicação para
","
A impedir a formação de trombos, típicos em alguns casos de acidente vascular cerebral.
B tratar consequências da anemia profunda, em razão da perda de grande volume de sangue.
C evitar a manifestação de urticárias, comumente relacionadas a processos alérgicos.
D reduzir o inchaço dos linfonodos, parte da resposta imunitária de diferentes infecções.
E regular a oscilação da pressão arterial, característica dos quadros de hipertensão.",A,,A,A
102,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 102  
On the Gravitational Field of a Mass Point According 
to Einstein’s Theory
Um Buraco Negro é um corpo celeste que possui uma 
grande quantidade de matéria concentrada em uma pequena 
região do espaço, de modo que sua força gravitacional é 
tão grande que qualquer partícula fica aprisionada em sua 
superfície, inclusive a luz. O raio dessa região caracteriza 
uma superfície-limite, chamada de horizonte de eventos, 
da qual nada consegue escapar. Considere que o Sol foi 
instantaneamente substituído por um Buraco Negro com 
a mesma massa solar, de modo que o seu horizonte de 
eventos seja de aproximadamente 3,0 quilômetros.
Após a substituição descrita, o que aconteceria aos 
planetas do Sistema Solar? ","
A Eles se moveriam em órbitas espirais, aproximando-se sucessivamente do Buraco Negro.
B Eles oscilariam aleatoriamente em torno de suas órbitas elípticas originais.
C Eles se moveriam em direção ao centro do Buraco Negro.
D Eles passariam a precessionar mais rapidamente.
E Eles manteriam suas órbitas inalteradas.",E,,E,C
103,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 103  
Aplicações e implicações do ozônio na indústria, 
ambiente e saúde
Durante o ano de 2020, impulsionado pela necessidade 
de respostas rápidas e eficientes para desinfectar ambientes 
de possíveis contaminações com o SARS-CoV-2, causador 
da covid-19, diversas alternativas foram buscadas para 
os procedimentos de descontaminação de materiais e 
ambientes. Entre elas, o uso de ozônio em meio aquoso 
como agente sanitizante para pulverização em humanos 
e equipamentos de proteção em câmaras ou túneis, 
higienização de automóveis e de ambientes fechados e 
descontaminação de trajes. No entanto, pouca atenção foi 
dada à toxicidade do ozônio, à formação de subprodutos, ao 
nível de concentração segura e às precauções necessárias.
O grande risco envolvido no emprego indiscriminado 
dessa substância deve-se à sua ação química como
","
A catalisador.
B oxidante.
C redutor.
D ácido.
E base.",B,,B,B
104,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 104  
Na figura está representado o mosaicismo em função da inativação aleatória de um dos cromossomos X, que 
ocorre em todas as mulheres sem alterações patológicas.
Descrição da figura: Ilustração de um corpo humano feminino com as legendas Células com cromossomo X paterno 
inativado, em cor preta, e Células com cromossomo X materno inativado, em cor branca. Do corpo humano feminino 
partem setas que indicam amostras de células corporais (três em cor branca e três em cor preta). Ao lado estão 
representados o gameta masculino (22+X), por um espermatozoide em cor preta, e o gameta feminino (22+X), 
representado por um círculo em cor branca. Esses gametas se unem para formar o zigoto (44+XX), representado 
por uma célula com metade do núcleo em cor preta e metade em cor branca. Uma seta parte do zigoto indicando a 
formação da blástula (44+XX). A blástula é formada por algumas células em cor preta e outras em cor branca. Uma 
seta associa uma das células da blástula de cor preta a uma das amostras de células corporais em cor preta. Uma seta 
associa uma das células da blástula em cor branca a uma amostra de células corporais em cor branca.
Entre mulheres heterozigotas para doenças determinadas por genes recessivos ligados ao sexo, essa inativação tem 
como consequência a ocorrência de","
A pleiotropia.
B mutação gênica.
C interação gênica.
D penetrância incompleta.
E expressividade variável.",E,,E,D
105,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 105  
Uma lanterna funciona com três pilhas de resistência interna igual a 0,5 ohm cada, ligadas em série. Quando 
posicionadas corretamente, devem acender a lâmpada incandescente de especificações 4,5 watts e 4,5 volts. 
Cada pilha na posição correta gera uma f.e.m. (força eletromotriz) de 1,5 volt. Uma pessoa, ao trocar as pilhas da 
lanterna, comete o equívoco de inverter a posição de uma das pilhas. Considere que as pilhas mantêm contato 
independentemente da posição.
Com esse equívoco, qual é a intensidade de corrente que passa pela lâmpada ao se ligar a lanterna?
","
A 0,25 ampère.
B 0,33 ampère.
C 0,75 ampère.
D 1,00 ampère.
E 1,33 ampère.",A,,D,C
106,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 106  
Em uma aula prática de bioquímica, para medir a atividade catalítica da enzima catalase, foram realizados seis ensaios 
independentes, nas mesmas condições, variando-se apenas a temperatura. A catalase decompõe o peróxido de hidrogênio 
(H2O2), produzindo água e oxigênio. Os resultados dos ensaios estão apresentados no quadro.
Descrição do quadro: Dados em três colunas. A primeira apresenta os ensaios de 1 a 6, a segunda, as respectivas 
temperaturas, em grau Celsius, e a terceira, os resultados dos ensaios, em termos de decomposição de H2O2, em 
10 elevado a menos 12 mol por minuto.
Ensaio 1: Temperatura 10 e Resultado 8,0.
Ensaio 2: Temperatura 15 e Resultado 10,5.
Ensaio 3: Temperatura 20 e Resultado 9,5.
Ensaio 4: Temperatura 25 e Resultado 5,0.
Ensaio 5: Temperatura 30 e Resultado 3,6.
Ensaio 6: Temperatura 35 e Resultado 3,1.

Os diferentes resultados dos ensaios justificam-se pelo(a)","
A variação do pH do meio.
B aumento da energia de ativação.
C consumo da enzima durante o ensaio.
D diminuição da concentração do substrato.
E modificação da estrutura tridimensional da enzima.",E,,E,B
107,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 107  
Antimicrobianos são substâncias naturais ou sintéticas que têm capacidade de matar ou inibir o crescimento de 
microrganismos. A tabela apresenta uma lista de antimicrobianos hipotéticos, bem como suas ações e efeitos sobre 
o metabolismo microbiano.
Descrição da tabela: Apresenta os antimicrobianos de 1 a 5 e suas respectivas ações e efeitos.
Antimicrobiano 1. Ação: une-se aos ribossomos. Efeito: impede a síntese proteica.
Antimicrobiano 2. Ação: une-se aos microtúbulos. Efeito: impede a segregação das cromátides.
Antimicrobiano 3. Ação: une-se aos fosfolipídeos da membrana plasmática. Efeito: reduz a permeabilidade da membrana plasmática.
Antimicrobiano 4. Ação: interfere na síntese de timina. Efeito: inibe a síntese de DNA.
Antimicrobiano 5. Ação: interfere na síntese de uracila. Efeito: impede a síntese de RNA.
Qual dos antimicrobianos deve ser utilizado para curar uma infecção causada por um fungo sem afetar as bactérias 
da microbiota normal do organismo?
","
A 1.
B 2.
C 3.
D 4.
E 5.",B,,A,C
108,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 108  
O manual de uma ducha elétrica informa que seus três 
níveis de aquecimento (morno, quente e superquente) 
apresentam as seguintes variações de temperatura da 
água em função de sua vazão:
Descrição do quadro: Apresenta a vazão, em litro por 
minuto, e a variação de temperatura, em grau Celsius, 
para três níveis de aquecimento: morno, quente e 
superquente.
Vazão igual a 3 — variação de temperatura: 10 para 
o morno, 20 para o quente e 30 para o superquente.
Vazão igual a 6 — variação de temperatura: 5 para o 
morno, 10 para o quente e 15 para o superquente.
Utiliza-se um disjuntor para proteger o circuito dessa 
ducha contra sobrecargas elétricas em qualquer nível 
de aquecimento. Por padrão, o disjuntor é especificado 
pela corrente nominal igual ao múltiplo de 5 ampères 
imediatamente superior à corrente máxima do circuito. 
Considere que a ducha deve ser ligada em 220 volts e que 
toda a energia é dissipada através da resistência do chuveiro 
e convertida em energia térmica transferida para a água, 
que apresenta calor específico de 4,2 joules por grama por 
grau Celsius e densidade de 1 000 gramas por litro.
O disjuntor adequado para a proteção dessa ducha é 
especificado por:","
A 60 ampères.
B 30 ampères.
C 20 ampères.
D 10 ampères.
E 5 ampères.",B,,B,C
109,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 109  
Um grupo de alunos realizou um experimento para 
observar algumas propriedades dos ácidos, adicionando 
um pedaço de mármore (CaCO3) a uma solução aquosa 
de ácido clorídrico (HCl), observando a liberação de um 
gás e o aumento da temperatura.
O gás obtido no experimento é o:","
A H2.
B O2.
C CO2.
D CO.
E Cl2.",C,,C,.
110,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 110  
Hermaphroditic, Demasculinized Frogs After 
Exposure to the Herbicide Atrazine at Low 
Ecologically Relevant Doses
Em 2002, foi publicado um artigo científico que 
relacionava alterações na produção de hormônios sexuais 
de sapos machos expostos à atrazina, um herbicida, com 
o desenvolvimento anômalo de seus caracteres sexuais 
primários e secundários. Entre os animais sujeitos à 
contaminação, observaram-se casos de hermafroditismo 
e desmasculinização da laringe. O estudo em questão 
comparou a concentração de um hormônio específico 
no sangue de machos expostos ao agrotóxico com a de 
outros machos e fêmeas que não o foram (controles). 
Os resultados podem ser vistos na figura.
Descrição da imagem: Gráfico de barras que indica 
a concentração do hormônio, em nanograma por 
mililitro, para três grupos de sapos: machos controle, 
machos expostos à atrazina e fêmeas controle.
Machos controle: 4.
Machos expostos à atrazina: 0,3.
Fêmeas controle: 0,5.

Com base nas informações do texto, qual é o hormônio cujas concentrações estão representadas na figura?","
A Estrogênio.
B Feromônio.
C Testosterona.
D Somatotrofina.
E Hormônio folículo estimulante.",C,,C,C
111,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 111  
Um pai faz um balanço utilizando dois segmentos 
paralelos e iguais da mesma corda para fixar uma tábua a 
uma barra horizontal. Por segurança, opta por um tipo de 
corda cuja tensão de ruptura seja 25 por cento superior à 
tensão máxima calculada nas seguintes condições:
• O ângulo máximo atingido pelo balanço em relação à vertical é igual a 90 graus;
• Os filhos utilizarão o balanço até que tenham uma massa de 24 quilogramas.
Além disso, ele aproxima o movimento do balanço 
para o movimento circular uniforme, considera que a 
aceleração da gravidade é igual a 10 metros por segundo 
ao quadrado e despreza forças dissipativas.
Qual é a tensão de ruptura da corda escolhida?
","
A 120 newtons.
B 300 newtons.
C 360 newtons.
D 450 newtons.
E 900 newtons.",D,,E,C
112,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 112  
O uso de materiais híbridos ou nanocompósitos 
como revestimentos anticorrosivos do aço
 A nanotecnologia é responsável pelo aprimoramento 
de diversos materiais, incluindo os que são impactados 
com a presença de poluentes e da umidade na atmosfera, 
causadores de corrosão. O processo de corrosão é 
espontâneo e provoca a deterioração de metais como 
o ferro, que, em presença de oxigênio e água, sofre 
oxidação, conforme ilustra a equação química:
Descrição da equação química: 4 Fe (sólido) reage 
com 2 H2O (líquido) e 3 O2 gasoso formando o produto 
2 Fe2O3 hidratado (sólido).
4 Fe (s) + 2 H2O (l) + 3 O2 (g)  →  2 Fe2O3⋅H2O (s)
Uma forma de garantir a durabilidade da estrutura 
metálica e a sua resistência à umidade consiste na 
deposição de filmes finos nanocerâmicos à base de 
zircônia (ZrO2) e alumina (Al2O3) sobre a superfície do 
objeto que se deseja proteger.
Essa nanotecnologia aplicada na proteção contra a corrosão se baseia no(a)","
A proteção catódica, que utiliza um metal fortemente redutor.
B uso de metais de sacrifício, que se oxidam no lugar do ferro.
C passivação do ferro, que fica revestido pelo seu próprio óxido.
D efeito de barreira, que impede o contato com o agente oxidante.
E galvanização, que usa outros metais de menor potencial de redução.",D,,D,D
113,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 113  
As células da epiderme da folha da Tradescantia 
pallida purpurea, uma herbácea popularmente conhecida 
como trapoeraba-roxa, contém um vacúolo onde se 
encontra um pigmento que dá a coloração arroxeada a 
esse tecido. Em um experimento, um corte da epiderme 
de uma folha da trapoeraba-roxa foi imerso em ambiente 
hipotônico e, logo em seguida, foi colocado em uma 
lâmina e observado em microscópio óptico.
Durante a observação desse corte, foi possível identificar o(a)
","
A acúmulo do solvente com fragmentação da organela.
B rompimento da membrana celular com liberação do citosol.
C aumento do vacúolo com diluição do pigmento no seu interior.
D quebra da parede celular com extravasamento do pigmento.
E murchamento da célula com expulsão do pigmento do vacúolo.",C,,C,C
114,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 114  
Mudanças climáticas e ilhas de calor urbanas
 A variação da incidência de radiação solar sobre 
a superfície da Terra resulta em uma variação de 
temperatura ao longo de um dia denominada amplitude 
térmica. Edificações e pavimentações realizadas nas 
áreas urbanas contribuem para alterar as amplitudes 
térmicas dessas regiões, em comparação com regiões que 
mantêm suas características naturais, com presença de 
vegetação e água, já que o calor específico do concreto é 
inferior ao da água. Assim, parte da avaliação do impacto 
ambiental que a presença de concreto proporciona às 
áreas urbanas consiste em considerar a substituição 
da área concretada por um mesmo volume de água e 
comparar as variações de temperatura devido à absorção 
da radiação solar nas duas situações (concretada e 
alagada). Desprezando os efeitos da evaporação e 
considerando que toda a radiação é absorvida, essa 
avaliação pode ser realizada com os seguintes dados:
Descrição do quadro: Apresenta as densidades, em 
quilograma por metro cúbico, e calores específicos, em 
joule por grama por grau Celsius, da água e do concreto.
Água — Densidade: 1 000; e Calor específico: 4,2.
Concreto — Densidade: 2 500; e Calor específico: 0,8.
 A razão entre as variações de temperatura nas áreas 
concretada e alagada é mais próxima de","
A 1,0.
B 2,1.
C 2,5.
D 5,3.
E 13,1.",B,,C,B
115,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 115  
O elemento iodo (I) tem função biológica e é 
acumulado na tireoide. Nos acidentes nucleares de 
Chernobyl e Fukushima, ocorreu a liberação para a 
atmosfera do radioisótopo iodo-131, responsável por 
enfermidades nas pessoas que foram expostas a ele. O 
decaimento de uma massa de 12 microgramas do isótopo 
iodo-131 foi monitorado por 14 dias, conforme o quadro.
Descrição do quadro: Dados em duas colunas. 
 A primeira coluna indica o tempo decorrido, em dia. 
 A segunda coluna indica as respectivas massas 
residuais de iodo-131, em micrograma.
Tempo: 0; massa residual 12,0.
Tempo: 2; massa residual 10,1.
Tempo: 4; massa residual 8,5.
Tempo: 5; massa residual 7,8.
Tempo: 6; massa residual 7,2.
Tempo: 8; massa residual 6,0.
Tempo: 14; massa residual 3,6.

Após o período de 40 dias, a massa residual desse 
isótopo é mais próxima de ","
A 2,4 microgramas.
B 1,5 micrograma.
C 0,8 micrograma.
D 0,4 micrograma.
E 0,2 micrograma.",D,,D,C
